Player Name,Age,Team,Positions,Salary,TOI Org ES,TOI Org PP,TOI Org PK,GP Org,GP,TOI ES,TOI PP,TOI PK,Total TOI,Goals,Assists,Points,PPG,PPA,PP Points,SHG,SHA,SHP,Hits,BLK,PIM,FOW,FOL,SOG,"""+/-""",VOR,Rank,Unadj VOR,FP,PlayerId,Fantasy Team,Injured GP,
Conor Garland,29,VAN,RW,"$4,950,000",,,,80,60,14.67,2.90,1.31,18.88,17,28,45,4,9,13,1,0,1,35,37,29,13,20,136,1,465,143,476,285,8478856,,61.0,60.5
Anze Kopitar,38,LAK,C,"$7,000,000",,,,80,61,14.20,3.01,1.17,18.39,14,33,47,5,12,17,0,1,1,38,54,8,584,478,79,9,507,131,689,338,8471685,,61.5,61.5
Ryan O'Reilly,34,NSH,C,"$4,500,000",,,,78,59,15.09,2.84,1.16,19.09,17,26,43,5,8,13,1,0,1,19,53,12,570,443,108,-4,439,151,620,344,8475158,,59.0,59.0
Jake Sanderson,23,OTT,D,"$8,050,000",,,,77,59,18.26,3.23,2.76,24.25,8,28,36,3,14,17,0,1,1,23,112,9,0,0,129,-1,490,135,386,271,8482105,,59.2,59.2
Dylan Holloway,24,STL,"C,LW","$2,290,457",,,,77,59,15.45,1.89,0.16,17.50,15,20,35,3,4,7,0,0,0,151,41,25,28,28,123,0,497,132,435,275,8482077,,59.2,59.2
Blake Coleman,34,CGY,"C,LW,RW","$4,900,000",,,,82,62,13.68,1.23,2.03,16.94,18,16,34,2,2,4,2,1,3,128,45,30,22,32,143,4,495,133,433,290,8476399,,62.0,62.0
Filip Hronek,28,VAN,D,"$7,250,000",,,,80,60,20.11,1.76,2.32,24.18,5,28,33,2,7,9,0,0,0,99,78,31,0,0,91,1,459,144,355,236,8479425,,60.5,60.5
Aaron Ekblad,29,FLA,D,"$6,100,000",,,,70,55,17.47,2.64,2.61,22.72,7,23,30,3,9,12,0,1,1,67,67,43,0,0,105,0,485,137,381,242,8477932,,54.6,54.6
Trevor Zegras,24,PHI,"C,LW","$5,750,000",,,,76,59,15.47,2.57,0.01,18.06,15,28,43,3,9,12,0,0,0,36,30,31,94,153,119,-5,489,136,427,265,8481533,,59.3,59.3
William Eklund,23,SJS,"LW,RW","$863,333",,,,76,58,15.93,3.03,0.80,19.76,18,25,43,6,9,15,0,1,1,45,47,20,7,24,123,-12,483,138,421,267,8482667,,58.4,58.4
Brayden Schenn,34,STL,C,"$6,500,000",,,,82,63,14.91,1.80,0.38,17.09,13,22,35,2,5,7,0,0,0,136,37,39,388,348,90,-8,477,139,658,299,8475170,,63.0,63.0
Jeremy Lauzon,28,VGK,D,"$2,000,000",,,,78,61,14.94,0.05,2.04,17.03,3,8,11,0,0,0,0,0,0,230,78,63,0,0,59,2,440,150,336,199,8478468,,60.9,60.9
Anton Lundell,24,FLA,C,"$5,000,000",,,,78,61,13.84,2.14,1.90,17.88,14,24,38,3,7,10,1,1,2,64,42,24,507,435,126,1,467,142,649,344,8482113,,60.9,60.9
Tyler Bertuzzi,30,CHI,"LW,RW","$5,500,000",,,,80,62,14.31,2.43,0.00,16.74,20,18,38,8,5,13,0,0,0,59,24,35,51,49,117,-9,470,141,408,263,8477479,,63.0,62.4
Radko Gudas,35,ANA,D,"$4,000,000",,,,78,61,15.87,0.04,2.41,18.31,2,11,13,0,0,0,0,0,0,186,117,55,0,0,68,-5,459,145,355,207,8475462,,60.9,60.9
Gabriel Vilardi,26,WPG,"C,RW","$7,500,000",,,,79,62,15.31,3.03,0.03,18.37,24,25,49,8,8,16,0,0,0,22,37,14,41,42,133,-1,458,146,469,294,8480014,,61.7,61.7
Charlie Coyle,33,CBJ,"C,RW","$5,250,000",,,,82,64,13.65,1.50,2.07,17.22,14,22,36,2,3,5,1,1,2,87,48,17,483,412,97,-2,456,147,467,308,8475745,,64.0,64.0
Adam Fantilli,21,CBJ,C,"$950,000",,,,82,64,15.34,1.75,0.23,17.32,23,22,45,4,3,7,0,0,0,80,40,17,280,300,150,-4,454,148,636,339,8484166,,64.0,64.0
Jacob Trouba,31,ANA,D,"$8,000,000",,,,74,58,18.47,0.39,2.78,21.64,4,15,19,0,1,1,0,1,1,135,143,34,0,0,96,2,446,149,342,239,8476885,,57.8,57.8
Bryan Rust,33,PIT,RW,"$5,125,000",,,,71,55,15.62,2.61,1.47,19.69,21,24,45,4,10,14,1,0,1,30,49,17,3,5,143,-4,434,153,445,291,8475810,,54.5,54.5
Matvei Michkov,21,PHI,RW,"$950,000",,,,80,62,13.33,2.66,0.02,16.01,19,25,44,6,7,13,0,0,0,33,19,33,5,6,142,-1,431,154,443,283,8484387,,62.4,62.4
Jason Zucker,34,BUF,LW,"$4,750,000",,,,74,58,12.13,2.78,0.02,14.93,16,20,36,6,9,15,0,0,0,72,16,34,39,63,118,-5,438,152,376,255,8475722,,60.0,57.8
Brock Nelson,34,COL,C,"$7,500,000",,,,80,61,14.19,2.58,1.20,17.97,18,25,43,3,6,9,1,0,1,33,38,19,498,481,126,6,418,156,600,341,8475754,,61.5,61.5
Artturi Lehkonen,30,COL,"LW,RW","$4,500,000",,,,75,58,15.60,2.52,1.26,19.38,23,22,45,4,5,9,1,0,1,35,41,18,6,9,132,20,407,161,345,288,8477476,,57.6,57.6
Mason Marchment,30,SEA,LW,"$4,500,000",,,,77,60,14.18,1.76,0.01,15.94,15,22,37,4,5,9,0,0,0,79,26,39,16,43,113,3,428,155,366,253,8478975,,60.1,60.1
Sean Walker,31,CAR,D,"$3,600,000",,,,81,63,18.28,1.09,1.61,20.98,8,17,25,1,3,4,0,1,1,94,93,34,0,0,128,4,417,157,313,258,8480336,,63.2,63.2
Connor McMichael,25,WSH,"C,LW","$2,100,000",,,,82,64,13.36,1.78,0.99,16.13,17,20,37,4,4,8,0,1,1,30,30,29,248,353,123,1,416,159,354,273,8481580,,64.0,64.0
Jonathan Huberdeau,32,CGY,"C,LW","$10,500,000",,,,80,60,15.26,2.92,0.85,19.03,15,29,44,5,9,14,0,1,1,33,41,24,9,13,105,-6,416,158,354,249,8476456,,60.5,60.5
Ridly Greig,23,OTT,"C,RW","$3,250,000",,,,77,59,13.31,1.95,1.66,16.92,13,17,30,4,5,9,1,1,2,92,40,41,192,153,98,-1,405,163,416,265,8482092,,59.2,59.2
Kyle Palmieri,34,NYI,RW,"$4,750,000",,,,82,63,13.94,2.82,1.26,18.02,20,20,40,6,6,12,0,1,1,55,38,20,7,7,141,-8,357,179,369,278,8475151,,63.0,63.0
Jordan Kyrou,27,STL,RW,"$8,125,000",,,,82,63,14.90,2.31,0.01,17.22,23,26,49,5,8,13,0,0,0,18,28,12,1,5,166,0,406,162,417,308,8479385,,63.0,63.0
Sean Durzi,27,UTA,D,"$6,000,000",,,,80,61,17.91,1.60,1.17,20.68,7,22,29,1,7,8,0,0,0,38,107,39,0,0,88,7,405,164,301,229,8480434,,61.0,62.4
Jackson LaCombe,25,ANA,D,"$925,000",,,,76,59,17.61,2.64,2.76,23.02,7,26,33,1,10,11,0,1,1,53,107,19,0,0,97,-9,404,165,300,235,8481605,,59.3,59.3
Travis Sanheim,29,PHI,D,"$6,250,000",,,,82,64,21.31,0.80,2.74,24.85,7,22,29,0,3,3,1,1,2,58,127,29,0,0,103,5,398,168,294,244,8477948,,64.0,64.0
Evan Rodrigues,32,FLA,"C,LW,RW","$3,000,000",,,,82,64,13.79,1.65,0.38,15.82,14,18,32,3,5,8,0,0,0,81,30,24,228,259,134,4,408,160,346,286,8478542,,64.0,64.0
Jack Hughes,24,NJD,"C,LW","$8,000,000",,,,77,38,17.12,3.21,0.70,21.03,20,28,48,4,12,16,0,1,1,5,19,5,122,223,144,7,401,166,339,288,8481559,,38.0,60.1
Chris Kreider,34,ANA,LW,"$6,500,000",,,,76,59,12.36,3.07,1.17,16.60,24,16,40,9,5,14,1,1,2,53,22,20,13,17,133,-3,399,167,337,274,8475184,,59.3,59.3
Simon Edvinsson,22,DET,D,"$894,167",,,,78,60,19.26,0.28,1.53,21.07,7,16,23,0,1,1,0,0,0,65,110,55,0,0,70,2,363,175,259,206,8482762,,59.9,59.9
Matt Duchene,35,DAL,"C,RW","$4,500,000",,,,81,62,13.97,2.22,0.08,16.27,17,30,47,4,9,13,0,0,0,25,27,12,255,228,104,5,379,171,390,287,8475168,,62.0,62.2
Owen Tippett,26,PHI,"LW,RW","$6,200,000",,,,78,61,14.25,2.06,0.19,16.50,19,17,36,3,3,6,0,0,0,96,43,15,3,3,162,2,388,169,326,294,8480015,,60.9,60.9
Leo Carlsson,21,ANA,C,"$950,000",,,,75,59,13.85,2.96,1.02,17.83,20,27,47,5,9,14,1,0,1,18,32,17,375,420,114,-2,384,170,566,310,8484153,,58.5,58.5
Alexis Lafreniere,24,NYR,"LW,RW","$7,450,000",,,,82,62,15.03,2.09,0.01,17.13,16,24,40,3,4,7,0,0,0,85,26,23,8,18,127,-4,360,178,298,260,8482109,,62.0,62.0
Ryan Hartman,31,MIN,"C,RW","$4,000,000",,,,72,54,13.87,1.63,0.19,15.69,13,15,28,3,3,6,0,0,0,52,43,40,274,345,116,-2,334,183,345,264,8477451,,61.0,54.4
Kris Letang,38,PIT,D,"$6,100,000",,,,73,56,19.09,1.58,1.96,22.64,6,22,28,2,6,8,0,1,1,79,82,30,0,0,98,-3,339,182,235,226,8471724,,56.1,56.1
Thomas Chabot,29,OTT,D,"$8,000,000",,,,78,59,18.79,2.09,1.36,22.24,7,24,31,1,8,9,0,0,0,40,107,23,0,0,107,8,369,174,265,244,8478469,,59.0,59.9
Anthony Cirelli,28,TBL,C,"$6,250,000",,,,75,59,14.27,1.63,2.29,18.20,19,22,41,3,3,6,2,1,3,30,54,22,512,502,103,14,371,173,552,326,8478519,,63.0,58.5
Jake DeBrusk,29,VAN,"LW,RW","$5,500,000",,,,80,60,13.51,2.83,0.66,17.00,20,17,37,9,6,15,0,0,0,58,35,13,11,13,140,-5,361,177,299,272,8478498,,60.5,60.5
Jake Walman,29,EDM,D,"$3,400,000",,,,72,54,18.33,1.69,2.10,22.12,8,19,27,1,6,7,0,1,1,38,114,29,0,0,114,-5,363,176,258,240,8478013,,54.4,54.4
Ryan Donato,29,CHI,"C,LW,RW","$4,000,000",,,,79,62,13.87,1.57,0.07,15.51,17,18,35,2,4,6,0,0,0,80,16,33,127,151,123,-6,372,172,310,261,8477987,,61.7,61.7
Jordan Eberle,35,SEA,RW,"$4,750,000",,,,81,63,15.61,2.57,0.01,18.19,20,24,44,3,8,11,0,0,0,42,32,22,21,26,128,5,354,181,365,276,8474586,,63.2,63.2
Mark Stone,33,VGK,RW,"$9,500,000",,,,68,53,14.42,2.84,1.21,18.47,16,32,48,4,13,17,1,0,1,29,34,12,4,6,108,7,328,186,339,261,8475913,,63.0,53.1
Matthew Schaefer,18,NYI,D,"$975,000",,,,76,58,17.63,2.56,0.86,21.04,8,21,29,3,8,11,0,0,0,42,74,29,0,0,113,5,323,188,219,238,8485366,,58.4,58.4
Matty Beniers,23,SEA,C,"$7,142,857",,,,82,64,16.06,2.71,0.73,19.51,17,26,43,6,6,12,0,1,1,32,53,12,409,468,112,1,356,180,537,310,8482665,,64.0,64.0
Erik Haula,34,NSH,"C,LW","$3,150,000",,,,78,59,12.79,0.95,1.68,15.42,11,14,25,2,3,5,0,1,1,87,36,35,335,300,92,-4,329,184,267,256,8475287,,59.0,59.0
Justin Faulk,33,STL,D,"$6,500,000",,,,76,58,19.70,2.03,1.40,23.12,6,23,29,2,7,9,0,0,0,57,101,22,0,0,102,-4,328,185,224,230,8475753,,58.4,58.4
K'Andre Miller,26,CAR,D,"$7,500,000",,,,76,59,18.85,1.14,2.06,22.05,7,22,29,1,5,6,0,1,1,87,80,30,0,0,92,3,327,187,223,225,8480817,,59.3,59.3
Bowen Byram,24,BUF,D,"$6,250,000",,,,80,62,19.08,1.48,1.40,21.96,8,23,31,1,5,6,0,1,1,54,87,34,0,0,78,-9,312,189,208,208,8481524,,62.4,62.4
Troy Terry,28,ANA,RW,"$7,000,000",,,,75,59,14.06,3.08,0.83,17.97,18,32,50,5,11,16,0,1,1,4,21,13,5,3,128,1,309,190,320,270,8478873,,58.5,58.5
Patrick Kane,37,DET,RW,"$3,000,000",,,,73,56,13.85,3.14,0.01,17.00,16,30,46,5,16,21,0,0,0,17,16,10,1,2,133,-11,304,192,316,264,8474141,,56.1,56.1
Ross Colton,29,COL,"C,LW","$4,000,000",,,,78,60,12.17,1.18,0.07,13.41,14,16,30,3,2,5,0,0,0,136,38,22,57,50,114,4,304,193,242,254,8479525,,59.9,59.9
Morgan Rielly,31,TOR,D,"$7,500,000",,,,80,61,19.31,2.18,0.25,21.75,6,30,36,1,10,11,0,0,0,31,86,14,0,0,105,-4,304,194,200,233,8476853,,61.5,61.5
Emil Heineman,24,NYI,LW,"$1,100,000",,,,78,60,12.16,1.23,0.03,13.41,16,12,28,3,3,6,0,0,0,196,30,17,5,3,93,2,274,206,212,234,8482476,,59.9,59.9
Drew Doughty,36,LAK,D,"$11,000,000",,,,76,58,19.73,2.23,1.58,23.53,6,26,32,2,9,11,0,1,1,45,87,25,0,0,79,12,301,196,197,219,8474563,,62.0,58.4
Tyson Foerster,24,PHI,"LW,RW","$3,750,000",,,,80,62,14.20,2.20,0.99,17.39,17,17,34,5,4,9,0,1,1,61,42,29,1,2,115,4,308,191,246,248,8482159,,62.4,62.4
Noah Hanifin,29,VGK,D,"$7,350,000",,,,80,62,19.85,1.39,1.36,22.61,7,25,32,2,6,8,0,0,0,36,86,16,0,0,121,7,262,215,158,245,8478396,,62.4,62.4
Brock Boeser,28,VAN,RW,"$7,250,000",,,,78,59,14.51,3.35,0.12,17.97,20,22,42,6,9,15,0,0,0,48,27,9,36,60,125,-6,267,212,279,262,8478444,,59.0,59.0
Mats Zuccarello,38,MIN,RW,"$4,125,000",,,,72,54,15.21,3.41,0.02,18.64,12,31,43,3,15,18,0,0,0,23,35,16,19,28,105,-2,268,211,279,243,8475692,,54.4,54.4
Marcus Foligno,34,MIN,LW,"$4,000,000",,,,77,58,12.13,0.27,1.32,13.71,9,11,20,0,1,1,0,0,0,192,42,52,3,10,58,-1,280,203,218,192,8475220,,58.2,58.2
Jaden Schwartz,33,SEA,"C,LW","$5,500,000",,,,80,62,15.02,2.03,0.29,17.35,18,18,36,5,3,8,0,0,0,60,39,21,36,25,127,-4,303,195,241,260,8475768,,62.4,62.4
Thomas Harley,24,DAL,D,"$4,000,000",,,,78,56,19.81,1.97,1.38,23.16,9,24,33,1,8,9,0,0,0,30,102,15,0,0,104,2,294,198,190,236,8481581,,56.0,59.9
Ivan Demidov,20,MTL,RW,"$940,833",,,,76,59,12.80,2.88,0.31,15.99,16,26,42,4,10,14,0,0,0,23,21,31,0,0,113,2,292,199,304,250,8484984,,59.3,59.3
John Klingberg,33,SJS,D,"$4,000,000",,,,74,57,17.03,3.24,0.05,20.32,6,24,30,2,11,13,0,0,0,35,71,30,0,0,92,-7,292,200,188,213,8475906,,56.9,56.9
Tyler Seguin,34,DAL,"C,RW","$9,850,000",,,,76,58,14.22,2.12,0.55,16.89,19,22,41,5,4,9,0,1,1,32,22,14,296,228,112,5,287,201,298,290,8475794,,58.4,58.4
Tyler Toffoli,33,SJS,"LW,RW","$6,000,000",,,,75,58,13.49,3.00,0.05,16.54,20,20,40,7,7,14,0,0,0,44,22,10,5,7,143,-5,297,197,235,269,8475726,,57.6,57.6
Ryan Leonard,21,WSH,RW,"$950,000",,,,76,59,12.15,1.71,0.31,14.17,14,17,31,3,4,7,0,0,0,100,25,38,7,7,127,2,284,202,295,255,8484186,,59.3,59.3
Brent Burns,40,COL,D,"$1,000,000",,,,82,63,17.00,1.42,2.38,20.81,6,24,30,1,7,8,0,1,1,14,77,26,0,0,134,10,259,216,155,249,8470613,,63.0,63.0
Nick Seeler,32,PHI,D,"$2,700,000",,,,78,61,16.92,0.05,1.87,18.84,3,11,14,0,0,0,0,1,1,106,144,40,0,0,76,1,280,204,176,204,8476372,,60.9,60.9
Brady Skjei,31,NSH,D,"$7,000,000",,,,81,61,17.93,1.69,2.52,22.14,8,24,32,2,7,9,0,1,1,43,60,27,0,0,110,-16,273,208,169,223,8476869,,61.2,61.2
Scott Laughton,31,TOR,"C,LW","$3,000,000",,,,80,61,12.11,0.61,1.53,14.24,10,13,23,1,1,2,1,2,3,137,41,30,245,218,93,-5,279,205,217,245,8476872,,62.0,61.5
Sam Rinzel,21,CHI,D,"$941,667",,,,76,59,16.54,2.50,0.50,19.54,6,20,26,1,7,8,0,0,0,70,65,32,0,0,109,-7,268,210,164,222,8483506,,59.3,59.3
Shane Pinto,25,OTT,C,"$3,750,000",,,,75,58,14.76,1.67,1.81,18.24,21,16,37,3,3,6,1,1,2,53,47,21,358,301,122,4,274,207,455,316,8481596,,57.6,57.6
Oliver Ekman-Larsson,34,TOR,D,"$3,500,000",,,,76,58,17.96,1.72,0.96,20.65,5,22,27,1,7,8,0,0,0,75,60,37,0,0,87,5,264,213,160,211,8475171,,58.4,58.4
Dawson Mercer,24,NJD,"C,RW","$4,000,000",,,,82,64,14.77,1.85,1.84,18.46,19,20,39,5,4,9,1,0,1,38,51,17,94,120,114,2,264,214,275,262,8482110,,64.0,64.0
Eeli Tolvanen,26,SEA,"LW,RW","$3,475,000",,,,80,62,12.87,1.53,0.27,14.67,14,14,28,3,4,7,0,0,0,160,53,15,1,2,97,-2,269,209,207,233,8480009,,62.4,62.4
Colton Parayko,32,STL,D,"$6,500,000",,,,79,61,20.93,0.37,2.21,23.51,7,19,26,0,1,1,0,1,1,68,141,16,0,0,95,2,259,217,155,228,8476892,,60.7,60.7
Valeri Nichushkin,30,COL,"LW,RW","$6,125,000",,,,68,52,13.98,2.95,1.60,18.53,20,19,39,7,5,12,1,0,1,55,26,11,5,3,126,6,256,218,194,260,8477501,,62.0,52.2
Martin Pospisil,26,CGY,"C,RW","$1,000,000",,,,78,55,12.94,0.78,0.05,13.77,7,14,21,1,2,3,0,0,0,204,20,46,43,61,86,-1,241,222,253,216,8481028,,55.0,59.0
Chandler Stephenson,31,SEA,C,"$6,250,000",,,,75,59,15.32,2.67,1.85,19.84,10,30,40,3,9,12,1,1,2,22,42,12,614,587,69,-10,247,220,429,285,8476905,,58.5,58.5
Luke Hughes,22,NJD,D,$1,,,,74,58,19.41,2.00,0.68,22.10,7,27,34,1,10,11,0,0,0,22,52,26,0,0,107,-6,240,223,136,221,8482684,,57.8,57.8
Max Domi,30,TOR,"C,LW","$3,750,000",,,,78,60,12.00,1.31,0.01,13.31,9,18,27,2,4,6,0,0,0,30,24,52,233,211,82,-3,248,219,186,223,8477503,,59.9,59.9
Mark Kastelic,26,BOS,"C,RW","$1,566,667",,,,72,54,10.49,0.23,1.08,11.81,8,9,17,0,1,1,0,1,1,141,43,59,182,145,66,0,236,224,247,216,8480355,,54.4,54.4
Logan Stankoven,22,CAR,"C,RW","$814,167",,,,77,60,13.77,1.75,0.03,15.54,17,21,38,3,5,8,0,0,0,33,27,11,254,338,134,8,233,226,244,281,8482702,,60.1,60.1
Pavel Buchnevich,30,STL,"C,LW,RW","$8,000,000",,,,76,58,14.56,2.44,1.26,18.26,15,25,40,4,7,11,0,1,1,35,25,21,27,45,107,-1,242,221,180,236,8477402,,58.4,58.4
Josh Norris,26,BUF,C,"$7,950,000",,,,76,49,13.31,3.08,1.77,18.16,16,16,32,5,7,12,1,1,2,103,36,22,307,303,91,-3,234,225,416,273,8480064,,49.0,59.3
Jackson Blake,22,CAR,RW,"$905,833",,,,80,62,13.31,2.21,0.02,15.54,20,20,40,5,5,10,0,0,0,13,29,27,3,6,130,9,228,228,239,262,8482809,,62.4,62.4
Brock Faber,23,MIN,D,"$8,500,000",,,,79,60,20.84,1.77,2.12,24.73,7,21,28,1,7,8,0,0,0,27,102,14,0,0,109,-5,182,240,78,223,8482122,,59.7,59.7
Frank Nazar,22,CHI,C,"$950,000",,,,78,61,14.03,1.87,1.35,17.25,17,19,36,3,5,8,1,1,2,39,52,22,328,363,116,-6,230,227,411,288,8483493,,60.9,60.9
Jean-Gabriel Pageau,33,NYI,"C,RW","$5,000,000",,,,77,59,12.57,1.05,2.23,15.85,11,17,28,1,1,2,1,2,3,102,50,8,468,334,75,-3,163,251,174,269,8476419,,59.2,59.2
Brenden Dillon,35,NJD,D,"$4,000,000",,,,80,62,16.14,0.08,2.65,18.87,3,14,17,0,0,0,0,1,1,150,90,45,0,0,46,3,213,229,109,176,8475455,,62.4,62.4
Alex Laferriere,24,LAK,RW,"$4,100,000",,,,76,58,13.67,1.51,0.73,15.91,15,15,30,2,3,5,0,0,0,116,32,20,89,96,129,4,208,230,219,263,8482155,,58.4,58.4
Zeev Buium,20,MIN,D,"$966,500",,,,78,59,16.35,3.00,0.31,19.65,7,23,30,2,10,12,0,0,0,33,60,25,0,0,93,-5,197,233,93,207,8484798,,59.0,59.0
Brayden McNabb,35,VGK,D,"$3,650,000",,,,82,64,18.41,0.07,2.19,20.67,3,13,16,0,0,0,0,1,1,92,159,25,0,0,63,17,174,243,70,199,8475188,,64.0,64.0
Jake McCabe,32,TOR,D,"$4,513,102",,,,76,58,18.55,0.20,2.57,21.31,3,18,21,0,1,1,0,1,1,92,121,35,0,0,54,12,204,231,100,190,8476931,,58.4,58.4
Ben Chiarot,34,DET,D,"$4,750,000",,,,78,60,19.04,0.13,1.87,21.03,3,12,15,0,1,1,0,0,0,117,115,35,0,0,72,-6,183,239,79,189,8475279,,59.9,59.9
Lawson Crouse,28,UTA,"LW,RW","$4,300,000",,,,80,62,11.81,0.91,1.63,14.35,14,12,26,2,1,3,0,1,1,148,43,23,17,28,101,0,201,232,139,228,8478474,,62.4,62.4
Morgan Frost,26,CGY,C,"$4,375,000",,,,80,60,12.86,2.97,0.02,15.85,12,22,34,3,8,11,0,0,0,45,43,18,414,367,103,-1,195,235,377,290,8480028,,60.5,60.5
Marco Rossi,24,MIN,C,"$5,000,000",,,,82,58,15.28,2.17,0.47,17.92,16,23,39,3,7,10,0,0,0,39,32,21,336,354,100,-5,194,237,376,275,8482079,,58.0,62.0
Jake Middleton,30,MIN,D,"$4,350,000",,,,78,59,17.72,0.07,1.73,19.52,4,12,16,0,0,0,0,0,0,85,113,41,0,0,63,0,137,265,33,180,8478136,,59.0,59.0
JJ Peterka,24,UTA,"LW,RW","$7,700,000",,,,77,60,14.77,2.34,0.03,17.14,18,23,41,3,5,8,0,0,0,16,15,21,8,17,132,-1,196,234,134,249,8482175,,60.1,60.1
Zach Benson,20,BUF,LW,"$950,000",,,,75,59,13.90,1.93,0.80,16.62,13,21,34,3,5,8,0,0,0,30,30,35,7,9,105,1,194,236,132,224,8484145,,63.0,58.5
Lian Bichsel,21,DAL,D,"$918,333",,,,75,58,14.17,0.03,0.58,14.78,4,10,14,0,0,0,0,0,0,211,51,45,0,0,51,1,182,241,78,174,8483425,,57.6,57.6
Josh Manson,34,COL,D,"$4,500,000",,,,74,57,16.20,0.05,1.86,18.11,4,14,18,0,0,0,0,1,1,119,77,43,0,0,75,8,170,246,66,194,8476312,,56.9,56.9
Cole Perfetti,24,WPG,"C,LW,RW","$3,250,000",,,,80,62,13.59,2.02,0.00,15.61,15,22,37,4,6,10,0,0,0,49,31,15,12,29,116,3,190,238,128,240,8482149,,62.4,62.4
Ivan Barbashev,30,VGK,LW,"$5,000,000",,,,77,60,15.15,0.99,0.05,16.19,17,22,39,1,1,2,0,0,0,97,31,15,5,20,91,10,158,254,96,228,8477964,,60.1,60.1
Dmitry Orlov,34,SJS,D,"$6,500,000",,,,78,60,18.21,1.00,1.72,20.92,5,22,27,1,4,5,0,1,1,84,64,25,0,0,96,3,174,244,70,212,8475200,,59.9,59.9
Barrett Hayton,25,UTA,C,"$2,650,000",,,,81,63,13.77,1.92,0.67,16.36,16,16,32,4,4,8,0,0,0,18,36,31,397,351,116,3,175,242,357,294,8480849,,63.2,63.2
Will Smith,20,SJS,"C,RW","$950,000",,,,75,58,14.49,2.69,0.05,17.23,18,26,44,5,8,13,0,0,0,17,16,15,22,58,115,-7,171,245,182,240,8484227,,57.6,57.6
Nick Paul,30,TBL,"C,LW","$3,150,000",,,,76,59,14.36,1.37,0.67,16.40,15,13,28,2,2,4,0,0,0,60,29,19,299,295,96,1,142,261,80,244,8477426,,62.0,59.3
Ivan Provorov,29,CBJ,D,"$8,500,000",,,,82,64,20.15,1.03,2.82,24.00,6,21,27,1,4,5,0,1,1,32,105,21,0,0,95,-1,164,249,60,212,8478500,,64.0,64.0
Jimmy Snuggerud,21,STL,RW,"$950,000",,,,76,58,13.38,2.34,0.31,16.02,15,19,34,5,6,11,0,0,0,46,34,22,4,0,126,-3,163,250,175,246,8483516,,58.4,58.4
Tyler Myers,35,VAN,D,"$3,000,000",,,,76,57,17.78,0.35,2.54,20.67,4,14,18,0,1,1,0,1,1,64,106,41,0,0,73,-3,137,263,33,185,8474574,,57.5,57.5
Dakota Joshua,29,TOR,"C,LW","$3,250,000",,,,79,61,11.43,0.38,0.91,12.71,10,12,22,1,1,2,0,1,1,201,33,32,18,25,60,-3,166,247,104,190,8478057,,60.7,60.7
Hampus Lindholm,32,BOS,D,"$6,500,000",,,,80,60,16.18,1.94,2.87,20.99,6,21,27,1,7,8,0,1,1,19,75,32,0,0,91,0,157,255,53,202,8476854,,60.5,60.5
Jared Spurgeon,36,MIN,D,"$7,575,000",,,,74,56,17.28,2.24,1.53,21.05,5,22,27,1,9,10,0,0,0,64,97,9,0,0,78,3,137,264,33,202,8474716,,56.0,56.0
Tanner Jeannot,28,BOS,"LW,RW","$3,400,000",,,,77,58,11.18,0.21,0.88,12.27,8,10,18,0,0,0,0,1,1,162,41,52,9,8,60,-1,163,252,101,182,8479661,,58.2,58.2
Eetu Luostarinen,27,FLA,LW,"$3,000,000",,,,80,62,12.92,0.90,2.25,16.06,12,16,28,2,2,4,1,0,1,133,49,18,40,35,86,4,164,248,102,221,8480185,,62.4,62.4
Tony DeAngelo,30,NYI,D,"$1,750,000",,,,70,54,16.38,2.55,0.27,19.20,5,22,27,2,8,10,0,0,0,29,54,26,0,0,98,-10,99,285,-5,196,8477950,,53.8,53.8
Jake Neighbours,23,STL,"LW,RW","$3,750,000",,,,82,51,13.30,2.08,0.16,15.55,17,13,30,4,4,8,0,0,0,108,32,23,6,5,78,-6,160,253,98,206,8482089,,51.0,63.0
Bobby McMann,29,TOR,LW,"$1,350,000",,,,74,57,13.24,0.92,0.22,14.38,14,12,26,2,2,4,0,0,0,129,24,26,5,6,115,0,157,256,95,230,8482259,,56.9,56.9
Nino Niederreiter,33,WPG,"LW,RW","$4,000,000",,,,82,64,12.85,1.51,0.00,14.36,15,14,29,3,3,6,0,0,0,111,29,20,13,7,108,6,154,257,92,233,8475799,,64.0,64.0
Mattias Ekholm,35,EDM,D,"$6,250,000",,,,74,56,18.25,0.75,1.95,20.95,7,20,27,1,3,4,0,0,0,40,86,21,0,0,111,11,144,259,40,226,8475218,,56.0,56.0
Yanni Gourde,34,TBL,C,"$2,333,333",,,,76,59,13.90,0.39,1.67,15.96,10,17,27,1,1,2,1,0,1,99,39,41,268,305,91,1,113,276,295,246,8476826,,59.3,59.3
Connor Clifton,30,PIT,D,"$3,333,333",,,,76,58,14.29,0.04,2.23,16.55,3,10,13,0,0,0,0,1,1,174,93,33,0,0,53,-4,125,272,21,172,8477365,,58.4,58.4
Adam Larsson,33,SEA,D,"$5,250,000",,,,81,63,19.16,0.08,2.65,21.90,4,15,19,0,0,0,0,1,1,90,124,25,0,0,78,-1,139,262,35,197,8476457,,63.2,63.2
Viktor Arvidsson,32,BOS,"LW,RW","$4,000,000",,,,78,59,12.66,1.78,0.11,14.54,15,17,32,4,6,10,0,0,0,26,32,20,15,14,136,2,149,258,87,246,8478042,,59.0,59.0
