Player Name,Team,Age,Positions,FP,FP/GP,GP,TOI,PP TOI,G,A,P,SOG,PPG,PPP,BLK,HIT,plus_minus,GWG,FOW,FOL,FO%,Extra,Extra
Justin Faulk,STL,33,D,236.5,3.58,66,23.5,2.3,5.6,30.0,35.6,123.1,2.0,11.4,113.8,71.0,-1.1,0.8,0.0,0.0,0%,,
Anthony Cirelli,T.B,28,C,235.7,3.52,67,18.5,2.2,22.5,23.7,46.2,121.2,5.4,9.0,55.3,34.8,6.8,3.8,510.2,518.5,50%,,
Mackie Samoskevich,FLA,22,RW,235.3,3.51,67,15.8,3.3,16.7,24.5,41.1,150.4,8.0,21.1,31.1,115.8,2.9,2.7,0.0,1.0,0%,,
Mats Zuccarello,MIN,38,RW,235.1,3.62,65,16.8,2.6,14.5,30.8,45.4,128.9,3.1,15.3,38.6,32.5,-0.4,2.2,18.4,28.6,0%,,
Emmitt Finnie,DET,20,"C,LW",232.9,3.53,66,18.0,2.8,19.9,24.5,44.4,131.7,3.5,11.7,44.5,105.6,-0.6,2.5,13.1,30.6,30%,,
Andre Burakovsky,CHI,30,LW,232.9,3.53,66,18.8,2.5,17.1,28.5,45.5,136.3,3.4,13.4,29.4,34.7,-4.8,2.4,5.0,7.1,41%,,
Kiefer Sherwood,VAN,30,"C,LW",231.5,3.56,65,19.2,2.3,23.5,20.4,43.9,150.0,3.9,7.3,35.4,338.8,0.1,3.5,23.2,31.4,42%,,
Dmitri Voronkov,CBJ,25,LW,231.1,3.40,68,15.4,3.0,21.2,22.0,43.2,145.4,8.8,13.3,30.8,79.4,1.6,3.1,92.0,144.9,39%,,
Matty Beniers,SEA,23,C,230.5,3.44,67,20.3,3.0,17.4,24.3,41.7,129.8,5.9,11.8,57.5,40.1,-4.5,2.1,491.6,547.6,0%,,
Chandler Stephenson,SEA,31,C,230.4,3.44,67,20.7,2.9,15.8,32.0,47.8,95.1,3.6,15.5,47.8,31.3,-8.4,1.9,656.2,617.9,52%,,
Mason Marchment,SEA,30,LW,230.4,3.44,67,16.5,1.9,19.6,26.5,46.1,135.9,4.3,10.0,28.0,89.7,-4.2,2.4,19.4,25.4,43%,,
Charlie McAvoy,BOS,27,D,230.1,3.54,65,23.9,3.2,7.9,28.4,36.3,109.7,1.6,10.7,111.3,102.8,-4.2,1.1,0.0,0.0,0%,,
Neal Pionk,WPG,30,D,228.5,3.41,67,24.1,1.7,6.8,25.6,32.4,130.7,2.1,8.8,114.2,122.6,2.9,1.1,0.0,0.0,0%,,
K'andre Miller,CAR,25,D,227.8,3.40,67,23.7,2.4,8.5,26.4,34.9,121.9,2.0,10.2,103.6,88.0,5.0,1.5,0.0,1.6,0%,,
Matt Duchene,DAL,34,"C,RW",227.0,3.44,66,14.8,1.8,18.9,30.2,49.0,110.3,4.5,12.8,23.9,28.2,5.9,3.1,276.9,236.0,54%,,
Mason McTavish,ANA,22,C,226.1,3.37,67,17.0,1.7,18.3,26.6,45.0,136.1,2.8,6.6,33.2,70.3,-0.8,2.5,444.8,436.9,50%,,
Jonathan Drouin,NYI,30,"LW,RW",225.8,3.37,67,17.2,3.6,15.5,34.0,49.4,97.2,4.2,16.7,24.6,30.1,-1.7,2.1,37.9,42.5,47%,,
Will Cuylle,NYR,23,"LW,RW",224.8,3.41,66,17.6,1.6,18.5,20.6,39.1,152.9,4.5,6.8,48.6,230.8,1.8,3.3,11.8,24.7,32%,,
Sam Bennett,FLA,29,C,224.5,3.35,67,16.4,2.2,18.7,19.8,38.5,166.7,4.9,9.0,33.6,121.9,3.5,3.1,381.0,439.9,46%,,
Rasmus Andersson,CGY,29,D,224.2,3.45,65,23.9,2.1,8.1,19.9,28.0,131.7,1.7,7.2,134.4,40.2,-6.0,1.0,0.0,0.0,0%,,
Cam Fowler,STL,33,D,223.7,3.39,66,23.2,2.5,7.1,31.9,39.0,102.6,2.4,15.0,80.8,22.8,-1.1,1.1,0.0,0.0,0%,,
Jacob Trouba,ANA,31,D,222.9,3.33,67,23.9,0.8,4.7,19.1,23.8,124.9,0.2,1.9,174.2,150.5,-0.7,0.6,0.0,0.0,0%,,
Mike Matheson,MTL,31,D,222.5,3.32,67,25.8,0.1,6.7,20.9,27.6,117.2,0.1,0.6,160.8,60.7,-0.2,1.0,0.0,0.0,0%,,
Josh Doan,BUF,23,RW,221.8,3.31,67,15.7,3.2,17.8,21.0,38.8,160.3,8.5,14.9,20.8,67.3,1.4,2.4,30.8,33.5,48%,,
Dmitry Orlov,S.J,34,D,221.6,3.36,66,22.7,2.1,5.7,32.1,37.8,116.6,0.6,13.3,72.9,91.8,-5.5,0.7,0.0,0.0,0%,,
Jason Zucker,BUF,33,LW,221.5,3.31,67,14.0,3.2,18.3,23.9,42.2,132.2,9.9,20.6,16.5,67.2,-0.9,2.5,34.2,53.5,39%,,
Elias Lindholm,BOS,30,C,221.5,3.41,65,17.0,3.3,14.6,24.2,38.8,123.7,5.9,16.1,54.0,84.0,-4.9,2.0,579.7,457.8,56%,,
Filip Hronek,VAN,28,D,220.5,3.39,65,24.9,1.9,5.0,32.8,37.8,102.6,0.9,9.4,92.7,100.1,2.7,0.7,0.1,0.2,43%,,
Ivan Demidov,MTL,19,RW,220.4,3.29,67,13.5,2.7,16.2,30.2,46.5,93.1,5.6,20.2,28.6,50.6,1.8,2.4,0.0,1.0,0%,,
John Klingberg,S.J,33,D,219.8,3.33,66,21.1,3.5,9.4,26.0,35.4,106.3,5.9,16.5,87.6,63.1,-7.7,1.2,0.0,0.0,0%,,
Sean Walker,CAR,30,D,219.6,3.28,67,24.2,2.0,8.8,18.2,26.9,159.0,0.4,4.2,110.0,104.0,5.9,1.6,0.0,0.0,0%,,
Dawson Mercer,N.J,24,"C,RW",219.5,3.28,67,18.3,2.7,21.1,18.1,39.2,128.7,7.3,12.0,50.8,40.7,2.4,3.4,90.5,123.1,42%,,
Jake Walman,EDM,29,D,219.3,3.32,66,20.2,0.8,8.1,21.8,29.9,123.1,0.5,2.8,130.5,55.3,3.3,1.2,0.0,0.0,0%,,
Cam York,PHI,24,D,218.9,3.27,67,25.0,2.0,6.8,23.7,30.5,92.2,1.2,9.2,144.0,57.5,-2.2,1.0,0.0,0.0,0%,,
Adam Fantilli,CBJ,21,C,218.6,3.21,68,16.2,1.2,20.8,19.8,40.6,147.6,1.1,2.5,41.1,86.4,-2.5,3.0,273.9,362.8,43%,,
Jared Spurgeon,MIN,35,D,218.6,3.36,65,22.1,2.8,6.5,25.8,32.3,101.1,2.2,14.0,114.1,74.4,-0.5,1.0,0.0,0.0,0%,,
Travis Sanheim,PHI,29,D,218.3,3.26,67,25.9,0.3,7.6,21.9,29.5,114.4,0.0,0.9,143.4,69.2,-2.5,1.1,0.0,0.0,0%,,
Luke Hughes,N.J,22,D,217.8,3.25,67,22.9,1.9,6.2,30.9,37.1,116.8,1.1,12.0,72.1,34.8,2.7,1.0,0.0,0.4,0%,,
Andrei Svechnikov,CAR,25,"LW,RW",217.7,3.25,67,15.4,2.2,16.8,23.7,40.5,150.5,5.7,11.4,19.1,107.4,6.2,3.0,3.3,4.5,42%,,
Anders Lee,NYI,35,LW,217.7,3.25,67,15.2,1.5,18.5,19.9,38.3,160.3,2.4,4.6,35.9,90.4,-0.3,2.5,19.5,22.8,46%,,
Brady Skjei,NSH,31,D,217.5,3.35,65,23.3,2.3,8.3,25.4,33.8,127.9,1.9,12.8,78.9,52.9,-7.3,1.1,0.0,0.0,0%,,
Alexis Lafrenière,NYR,24,"LW,RW",217.3,3.29,66,17.4,3.0,16.0,24.4,40.4,150.0,3.3,8.3,25.8,82.2,1.6,2.8,10.3,25.3,29%,,
Jamie Benn,DAL,36,"C,LW",217.2,3.29,66,15.3,2.3,14.9,27.2,42.1,121.6,3.0,11.6,37.2,90.2,5.5,2.4,295.4,212.5,58%,,
Jaden Schwartz,SEA,33,"C,LW",216.5,3.23,67,17.3,1.8,19.5,20.1,39.6,139.1,4.0,7.1,42.1,56.2,-5.7,2.4,47.4,40.4,54%,,
Colton Parayko,STL,32,D,215.1,3.26,66,23.5,0.2,10.1,18.1,28.3,115.3,0.0,0.3,144.7,76.0,1.1,1.5,0.0,0.0,0%,,
Alexander Nikishin,CAR,24,D,214.0,3.19,67,22.1,0.9,7.8,25.4,33.1,120.8,0.3,2.3,103.7,135.9,8.4,1.4,0.0,0.0,0%,,
Jj Peterka,UTA,23,"LW,RW",213.6,3.24,66,16.0,1.0,19.2,24.6,43.9,139.1,1.5,4.0,16.8,27.0,1.8,2.9,3.5,13.2,21%,,
Jack Roslovic,EDM,28,"C,RW",213.3,3.23,66,17.2,1.2,18.1,22.6,40.6,148.4,2.1,4.7,24.9,24.5,2.7,2.7,113.0,113.7,50%,,
Tyson Foerster,PHI,23,"LW,RW",212.1,3.17,67,18.9,2.6,21.0,16.6,37.6,135.8,4.3,7.4,48.1,67.0,-0.5,3.2,0.8,4.0,17%,,
Sean Couturier,PHI,32,C,211.6,3.16,67,18.1,1.8,12.5,26.5,39.1,136.4,1.6,4.2,43.9,50.6,-1.1,1.9,608.7,502.4,55%,,
Noah Cates,PHI,26,C,210.2,3.14,67,17.9,2.4,15.2,22.9,38.1,123.1,3.2,10.0,48.6,69.3,-1.3,2.3,408.2,517.8,44%,,
Blake Coleman,CGY,33,"C,LW,RW",210.1,3.23,65,17.6,1.6,17.1,17.3,34.4,155.0,2.9,4.2,50.4,120.8,-4.3,2.1,28.7,33.5,46%,,
Beckett Sennecke,ANA,19,RW,209.8,3.13,67,15.9,1.4,21.5,22.0,43.6,117.0,3.0,6.6,28.1,64.6,-0.7,2.9,0.0,0.0,0%,,
Vladimir Tarasenko,MIN,33,"LW,RW",209.7,3.23,65,15.3,3.5,12.3,26.0,38.3,125.5,3.8,17.6,28.9,54.3,-0.7,1.8,0.5,1.9,20%,,
Ivan Barbashev,VGK,29,LW,209.3,3.08,68,16.0,0.9,19.9,26.3,46.3,107.5,1.3,2.4,28.6,106.7,8.1,3.3,15.5,28.9,35%,,
Darnell Nurse,EDM,30,D,209.3,3.17,66,20.8,0.0,6.2,19.0,25.2,142.2,0.0,0.1,125.1,118.7,3.4,0.9,0.0,0.0,0%,,
Matt Coronato,CGY,22,RW,208.9,3.21,65,16.1,3.4,17.1,18.5,35.6,146.6,6.4,15.3,27.0,28.2,-5.4,2.1,36.3,60.4,38%,,
Marco Rossi,MIN,24,C,208.6,3.21,65,18.4,1.4,17.4,24.4,41.8,115.9,2.2,7.1,36.1,46.5,1.6,2.6,358.3,416.3,46%,,
Drew Doughty,L.A,35,D,208.1,3.15,66,23.3,1.7,9.5,23.6,33.1,101.0,1.3,6.8,102.7,57.5,2.7,1.5,0.0,0.0,0%,,
Boone Jenner,CBJ,32,"C,LW",207.9,3.06,68,16.1,1.2,14.8,21.7,36.5,136.7,2.7,4.8,50.6,110.7,-1.4,2.1,375.5,322.3,54%,,
Pavel Zacha,BOS,28,"C,LW",207.8,3.20,65,17.3,3.2,13.9,28.9,42.8,107.4,4.0,14.0,23.7,61.1,-3.5,1.9,347.5,297.4,54%,,
Matvei Michkov,PHI,20,RW,207.7,3.10,67,14.6,2.0,16.7,24.3,41.0,132.7,3.9,8.0,20.9,37.0,-1.5,2.5,6.9,10.9,39%,,
Ryan Hartman,MIN,31,"C,RW",207.3,3.19,65,16.4,1.8,15.4,17.4,32.8,154.8,3.7,7.2,48.5,66.4,-0.8,2.3,337.2,383.7,47%,,
Oliver Bjorkstrand,T.B,30,RW,205.1,3.06,67,14.1,2.9,15.0,23.4,38.4,124.0,6.2,16.2,23.3,61.3,5.5,2.5,6.4,12.6,0%,,
Alex Iafallo,WPG,31,"C,LW,RW",204.9,3.06,67,15.9,3.3,15.5,18.7,34.2,124.9,8.3,16.5,47.0,57.2,2.9,2.4,12.1,14.7,45%,,
Ryan Donato,CHI,29,"LW,RW",204.8,3.10,66,15.5,1.2,19.8,20.8,40.6,137.4,2.1,4.9,18.5,83.0,-4.1,2.8,135.1,162.9,45%,,
Jimmy Snuggerud,STL,21,RW,204.2,3.09,66,15.8,2.1,15.4,20.8,36.2,126.7,6.0,11.7,41.3,56.3,-0.7,2.3,5.6,2.1,0%,,
Kent Johnson,CBJ,23,"C,LW,RW",203.2,2.99,68,14.6,3.0,16.3,23.1,39.5,118.2,3.7,12.3,26.7,19.8,-1.0,2.4,1.1,10.8,9%,,
Alexander Wennberg,S.J,31,C,202.6,3.07,66,21.4,2.4,12.9,24.5,37.3,88.9,3.0,7.7,76.8,32.9,-6.5,1.6,514.5,581.4,47%,,
Nick Blankenburg,NSH,27,D,202.1,3.11,65,20.2,2.8,7.7,24.5,32.2,99.3,4.1,17.2,77.0,63.6,-5.1,1.0,0.0,0.0,0%,,
Claude Giroux,OTT,37,"LW,RW",202.0,3.06,66,16.8,2.2,12.8,26.8,39.7,115.5,2.1,11.6,27.4,51.4,1.2,2.0,411.6,268.4,61%,,
Evan Rodrigues,FLA,32,"C,LW,RW",201.6,3.01,67,17.4,1.6,14.0,19.6,33.6,159.3,2.5,6.8,28.4,103.7,4.7,2.3,152.3,172.3,47%,,
Jackson Blake,CAR,22,RW,201.4,3.01,67,15.5,2.4,16.2,20.0,36.3,142.2,3.8,8.1,26.7,24.1,8.7,2.9,6.7,10.2,46%,,
Mattias Ekholm,EDM,35,D,201.4,3.05,66,19.9,0.4,6.6,21.7,28.3,126.6,0.8,2.3,101.7,56.3,4.9,1.0,0.0,0.0,0%,,
Corey Perry,L.A,40,RW,200.2,3.03,66,14.7,2.7,21.7,16.5,38.2,118.9,7.0,13.9,24.3,40.9,3.3,3.4,8.9,16.7,35%,,
Aaron Ekblad,FLA,29,D,198.9,2.97,67,22.5,1.9,4.8,24.5,29.3,115.6,1.2,7.5,91.3,87.4,4.3,0.8,0.0,0.0,0%,,
Luke Evangelista,NSH,23,RW,197.8,3.04,65,15.6,2.1,12.3,23.8,36.1,143.5,2.7,8.7,18.1,29.9,-3.0,1.6,0.2,2.0,0%,,
Ben Kindel,PIT,18,C,197.6,3.04,65,15.2,2.2,17.6,14.5,32.1,128.4,6.4,13.8,46.8,56.8,-2.4,2.4,178.4,208.8,46%,,
Devon Toews,COL,31,D,197.5,2.99,66,22.6,0.8,7.0,25.9,32.9,105.5,0.3,1.7,88.7,42.2,9.1,1.2,0.0,0.0,0%,,
Jaccob Slavin,CAR,31,D,197.3,2.94,67,22.6,0.1,5.7,21.9,27.6,111.8,0.0,0.1,116.9,32.8,7.5,1.0,0.0,0.0,0%,,
Eeli Tolvanen,SEA,26,"LW,RW",196.9,2.94,67,15.4,2.2,16.0,18.5,34.5,116.7,2.5,8.8,52.6,172.4,-5.7,2.0,4.7,8.5,36%,,
Brayden Schenn,STL,34,C,196.7,2.98,66,16.9,1.8,15.4,24.1,39.5,107.9,1.8,7.0,34.8,141.1,0.3,2.3,407.5,386.9,51%,,
Logan Stankoven,CAR,22,"C,RW",196.2,2.93,67,14.9,1.6,14.5,19.9,34.5,148.5,1.7,4.8,27.5,41.9,7.7,2.6,205.0,226.5,48%,,
Morgan Frost,CGY,26,C,195.4,3.01,65,15.7,3.2,12.0,22.1,34.2,117.4,2.6,13.6,41.3,54.0,-4.0,1.5,417.4,402.9,48%,,
Connor McMichael,WSH,24,LW,195.2,2.91,67,16.0,1.9,16.4,19.8,36.3,127.6,3.5,7.8,29.5,35.7,2.5,2.7,218.5,273.5,44%,,
Alex Laferriere,L.A,24,RW,194.8,2.95,66,16.4,1.3,15.8,16.9,32.6,145.5,1.2,3.1,41.9,112.7,3.3,2.4,57.2,74.0,44%,,
Ryan McLeod,BUF,26,C,194.5,2.90,67,18.3,1.0,16.5,25.3,41.8,100.9,0.6,3.1,31.3,29.1,-0.1,2.2,516.2,507.6,50%,,
Trevor Moore,L.A,30,"LW,RW",194.5,2.95,66,16.0,0.4,17.5,17.2,34.7,142.3,0.4,1.1,36.2,59.7,3.3,2.7,4.7,18.0,21%,,
Philipp Kurashev,S.J,26,"C,RW",194.1,2.94,66,17.6,1.9,16.0,22.2,38.3,114.5,2.9,7.6,28.9,50.2,-8.3,2.0,103.9,113.0,48%,,
Jiri Kulich,BUF,21,C,193.1,2.88,67,16.4,1.4,18.3,14.3,32.5,139.1,0.9,2.1,47.8,53.9,-0.8,2.5,343.7,431.5,44%,,
William Karlsson,VGK,32,C,192.6,2.83,68,14.7,0.9,14.5,18.7,33.2,130.8,1.6,4.4,46.5,31.5,6.3,2.4,442.6,330.9,57%,,
Anthony Mantha,PIT,31,RW,192.4,2.96,65,14.7,1.1,20.4,18.1,38.5,105.5,2.2,4.6,38.8,50.9,-0.8,2.7,5.1,14.4,26%,,
Gustav Forsling,FLA,29,D,192.3,2.87,67,22.1,0.2,7.5,20.2,27.7,134.9,0.1,0.6,82.1,72.1,5.9,1.2,0.0,0.0,0%,,
Brandt Clarke,L.A,22,D,191.7,2.90,66,16.6,1.8,5.2,21.7,26.9,113.9,0.8,6.6,95.0,36.2,3.7,0.8,0.0,0.0,0%,,
Bobby Brink,PHI,24,RW,191.5,2.86,67,16.2,2.4,14.6,23.4,38.0,112.7,3.8,7.6,27.3,82.5,-2.0,2.2,17.1,30.3,36%,,
Owen Power,BUF,22,D,190.8,2.85,67,21.1,1.5,5.9,24.0,29.9,103.5,0.5,4.7,89.0,40.2,-1.5,0.8,0.0,0.0,0%,,
Ivan Provorov,CBJ,28,D,190.7,2.80,68,23.7,1.0,5.8,21.4,27.2,100.9,0.4,2.9,111.4,41.6,-1.5,0.8,0.0,0.0,0%,,
Andrei Kuzmenko,L.A,29,"LW,RW",190.0,2.88,66,15.2,3.1,14.9,23.1,38.0,100.5,5.9,15.1,21.6,35.9,1.7,2.3,0.5,0.1,84%,,
Oliver Ekman-Larsson,TOR,34,D,190.0,2.88,66,21.2,2.1,5.6,25.2,30.8,103.2,1.4,8.6,74.7,91.8,1.7,0.8,0.0,0.0,0%,,
Jake Neighbours,STL,23,"LW,RW",189.9,2.88,66,14.7,2.1,19.8,16.6,36.4,102.8,4.3,9.2,40.3,119.7,0.0,3.0,6.6,9.3,42%,,
Ryan Strome,ANA,32,C,189.7,2.83,67,16.7,2.4,10.5,25.9,36.4,117.7,1.3,7.6,28.3,49.3,-1.2,1.4,328.7,427.5,43%,,
Brock Faber,MIN,23,D,189.2,2.91,65,23.5,1.1,7.4,18.3,25.7,106.1,0.7,5.2,107.6,35.1,-1.8,1.1,0.0,0.0,0%,,
Pierre-Luc Dubois,WSH,27,"C,LW",189.2,2.82,67,14.8,1.7,12.6,24.0,36.5,104.3,3.2,7.6,39.7,56.1,3.4,2.1,377.6,386.6,49%,,
Nick Paul,T.B,30,"C,LW",188.4,2.81,67,16.5,1.2,18.3,17.4,35.7,123.4,2.3,4.3,30.4,66.4,4.5,3.1,380.0,351.4,50%,,
Jack Quinn,BUF,24,RW,188.3,2.81,67,15.7,1.9,15.0,20.9,35.9,116.7,3.5,9.1,26.2,44.7,-2.0,2.0,1.6,8.7,16%,,
Viktor Arvidsson,BOS,32,"LW,RW",187.9,2.89,65,14.8,2.0,15.4,14.9,30.2,156.0,1.7,5.8,26.7,37.7,-4.3,2.1,15.2,24.2,0%,,
Kris Letang,PIT,38,D,187.3,2.88,65,21.6,0.7,6.0,20.5,26.5,115.7,0.9,3.5,93.1,90.1,-3.3,0.8,0.0,0.0,0%,,
Shane Wright,SEA,21,C,187.0,2.79,67,14.8,1.7,16.3,20.2,36.5,91.4,4.5,8.7,46.4,58.6,-4.4,2.0,300.3,392.2,43%,,
Brent Burns,COL,40,D,186.3,2.82,66,20.8,0.6,5.4,19.1,24.5,130.2,0.4,2.2,91.1,28.7,8.9,0.9,0.0,0.0,2%,,
Philip Broberg,STL,24,D,186.2,2.82,66,22.9,0.3,6.6,19.3,25.9,107.9,0.1,1.2,106.7,43.8,3.4,1.0,0.0,0.0,0%,,
Simon Holmstrom,NYI,24,RW,185.6,2.77,67,16.2,1.2,17.6,19.9,37.5,86.2,1.3,3.7,52.8,30.6,-3.6,2.4,3.0,8.9,25%,,
Charlie Coyle,CBJ,33,"C,RW",184.9,2.72,68,16.9,1.2,14.6,20.3,34.9,102.0,2.1,4.5,49.2,90.3,-0.8,2.1,456.3,450.6,50%,,
Pius Suter,STL,29,"C,LW",184.3,2.79,66,16.8,1.6,18.6,17.4,36.0,112.8,2.1,4.7,30.4,50.8,1.5,2.8,281.8,339.5,45%,,
Jonathan Toews,WPG,37,C,184.2,2.75,67,15.9,1.7,12.7,21.0,33.6,99.4,3.4,8.9,49.4,28.0,0.8,1.9,623.8,370.1,63%,,
Vincent Trocheck,NYR,32,C,183.7,2.78,66,14.2,1.8,13.0,20.3,33.4,108.8,3.4,7.7,43.1,110.6,1.8,2.3,478.6,332.7,59%,,
Patrik Laine,MTL,27,"LW,RW",183.2,2.73,67,12.6,2.4,17.5,14.4,31.8,118.1,10.4,14.7,28.0,44.7,-0.6,2.6,31.3,39.6,44%,,
Sean Durzi,UTA,27,D,182.3,2.76,66,18.9,1.7,6.4,20.0,26.4,91.7,1.5,7.0,100.5,49.6,1.1,1.0,0.0,0.0,0%,,
Christian Dvorak,PHI,29,C,182.0,2.72,67,17.2,0.9,12.9,20.2,33.0,106.3,1.3,2.6,54.2,45.2,-2.5,1.9,493.9,391.8,56%,,
Joel Farabee,CGY,25,"LW,RW",182.0,2.80,65,17.2,1.7,12.4,16.8,29.3,129.0,0.9,4.8,49.9,73.8,-4.6,1.6,22.8,37.6,45%,,
Cole Sillinger,CBJ,22,"C,RW",181.5,2.67,68,16.5,0.1,11.5,21.4,32.8,129.1,0.1,0.2,36.5,81.0,-1.7,1.7,260.0,310.8,46%,,
Taylor Hall,CAR,33,LW,180.5,2.69,67,14.5,1.5,13.9,19.5,33.4,116.4,2.6,5.4,33.1,44.9,6.0,2.5,28.7,31.8,47%,,
Jonas Brodin,MIN,32,D,180.0,2.77,65,21.7,0.1,6.1,18.6,24.7,88.7,0.0,0.1,123.0,36.2,0.6,0.9,0.0,0.0,0%,,
Ridly Greig,OTT,23,"C,RW",178.9,2.71,66,17.5,2.4,12.7,19.2,31.9,106.9,3.0,9.1,41.4,105.2,-0.2,2.0,211.9,196.6,52%,,
Bobby McMann,TOR,29,LW,178.5,2.70,66,14.8,0.8,17.2,13.9,31.0,137.8,1.4,2.8,27.5,135.9,2.4,2.4,5.8,9.9,37%,,
Dylan Samberg,WPG,26,D,177.9,2.65,67,21.2,0.1,4.6,16.8,21.3,99.0,0.0,0.5,127.7,70.3,4.6,0.7,0.0,0.0,0%,,
Marcus Johansson,MIN,35,LW,177.7,2.73,65,16.8,1.2,13.2,21.7,34.9,108.6,2.3,6.1,24.9,44.5,-0.7,2.0,7.1,20.6,26%,,
Olen Zellweger,ANA,22,D,177.1,2.64,67,19.1,1.4,6.0,16.0,22.0,126.4,1.1,4.6,86.7,48.5,0.8,0.8,0.0,0.0,0%,,
Simon Edvinsson,DET,22,D,177.0,2.68,66,21.2,0.1,7.0,17.5,24.5,78.9,0.0,0.2,128.0,73.8,-1.7,0.9,0.0,0.0,0%,,
Damon Severson,CBJ,31,D,176.9,2.60,68,20.6,1.1,7.2,20.0,27.1,93.8,0.2,2.8,91.7,57.4,-1.0,1.0,0.0,0.0,0%,,
Nicholas Robertson,TOR,24,RW,176.8,2.68,66,14.1,1.2,16.5,14.0,30.5,129.4,2.5,4.1,32.9,82.6,0.9,2.3,2.8,6.0,32%,,
Arseny Gritsyuk,N.J,24,RW,176.5,2.63,67,14.6,0.8,13.4,19.0,32.5,134.9,1.9,3.1,17.0,81.1,3.0,2.2,18.8,9.4,67%,,
Esa Lindell,DAL,31,D,176.4,2.67,66,22.4,0.9,4.7,17.7,22.5,84.5,0.9,2.2,129.1,52.7,6.3,0.8,0.0,0.0,0%,,
Nino Niederreiter,WPG,33,LW,175.7,2.62,67,14.4,1.7,13.6,16.8,30.4,122.1,3.3,8.6,29.6,111.2,3.5,2.1,16.1,15.6,51%,,
Nick Seeler,PHI,32,D,175.6,2.62,67,19.5,0.0,2.5,14.6,17.1,88.4,0.0,0.1,160.3,112.9,-2.4,0.4,0.0,0.0,0%,,
Marco Kasper,DET,21,"C,LW",175.5,2.66,66,15.8,1.5,15.9,14.1,30.0,120.6,2.7,4.9,40.7,131.2,-1.6,2.0,277.7,335.5,45%,,
Brayden McNabb,VGK,34,D,175.4,2.58,68,21.3,0.1,3.9,14.7,18.6,73.7,0.0,0.2,165.1,106.6,7.3,0.6,0.0,0.0,0%,,
Jeff Skinner,S.J,33,LW,175.1,2.65,66,13.4,1.8,16.0,14.3,30.3,137.0,2.4,5.6,20.1,40.3,-5.7,2.0,27.0,33.9,44%,,
Barrett Hayton,UTA,25,C,175.0,2.65,66,15.9,1.2,13.4,18.0,31.4,117.5,2.3,5.1,33.8,28.7,1.8,2.1,413.0,363.8,53%,,
Vladislav Gavrikov,NYR,29,D,174.9,2.65,66,22.9,0.1,5.2,18.4,23.6,98.6,0.0,0.3,109.1,40.0,3.0,0.9,0.0,0.0,0%,,
Jake McCabe,TOR,32,D,174.9,2.65,66,21.1,0.2,4.5,19.9,24.4,68.5,0.2,0.6,134.0,110.6,3.1,0.6,0.0,0.0,0%,,
Adam Larsson,SEA,32,D,174.4,2.60,67,22.2,0.0,4.7,16.0,20.7,92.9,0.0,0.0,131.4,97.1,-5.8,0.6,0.0,0.0,0%,,
Vladislav Namestnikov,WPG,32,"C,LW",174.3,2.60,67,15.6,1.6,12.9,19.0,31.9,95.1,3.4,8.1,45.7,74.8,3.6,2.0,214.7,301.2,42%,,
Jean-Gabriel Pageau,NYI,32,"C,RW",174.1,2.60,67,15.5,0.3,12.0,21.5,33.5,89.2,0.3,0.7,56.6,112.5,-2.9,1.6,533.7,382.0,58%,,
Sam Steel,DAL,27,C,173.8,2.63,66,19.1,1.1,11.3,22.6,33.9,100.4,2.0,5.4,32.9,73.5,2.6,1.8,177.8,170.1,51%,,
Tyler Myers,VAN,35,D,173.6,2.67,65,21.5,0.1,5.1,17.6,22.6,85.6,0.0,0.1,125.5,82.0,-0.7,0.7,0.0,0.0,0%,,
Matt Roy,WSH,30,D,173.4,2.59,67,20.4,0.1,3.5,17.3,20.8,94.7,0.0,0.3,126.9,98.9,3.5,0.6,0.0,0.0,0%,,
Timothy Liljegren,S.J,26,D,172.6,2.62,66,20.7,1.2,4.6,16.7,21.3,83.8,0.9,3.9,126.0,76.1,-6.6,0.6,0.0,0.0,0%,,
Matvei Gridin,CGY,19,RW,172.0,2.65,65,14.7,1.0,14.6,15.1,29.7,122.8,1.3,2.9,36.9,49.9,-5.4,1.8,0.0,65.0,0%,,
Phillip Danault,L.A,32,C,171.9,2.60,66,16.2,1.5,8.4,23.7,32.1,104.8,1.5,3.4,39.6,62.8,3.2,1.3,475.8,433.5,52%,,
Jamie Drysdale,PHI,23,D,171.6,2.56,67,21.7,2.5,7.6,17.8,25.4,80.0,1.8,6.2,98.4,31.3,-3.6,1.1,0.0,0.0,0%,,
Ilya Mikheyev,CHI,31,RW,171.5,2.60,66,17.5,0.0,16.7,15.3,32.0,128.6,0.0,0.0,22.3,42.3,-4.2,2.4,2.8,17.5,14%,,
Emil Heineman,NYI,23,LW,171.3,2.56,67,14.6,1.5,16.3,14.3,30.5,116.2,4.0,6.7,29.9,207.4,-2.5,2.2,4.5,10.7,30%,,
Michael Bunting,NSH,30,LW,170.7,2.63,65,13.9,2.0,13.8,18.4,32.2,107.1,5.3,11.2,18.5,45.7,-5.6,1.8,6.9,13.2,34%,,
Denton Mateychuk,CBJ,21,D,170.4,2.51,68,20.1,0.1,8.1,16.3,24.4,81.4,0.0,0.2,113.0,61.9,-0.1,1.2,0.0,0.0,0%,,
